Day,Time,Group,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Oxalate (mg),Phytate (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Beta-carotene (µg),Folate (µg),Vitamin A (µg),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Net Carbs (g),Carbs (g),Fiber (g),Insoluble Fiber (g),Soluble Fiber (g),Starch (g),Sugars (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Omega-3 (g),ALA (g),DHA (g),EPA (g),Omega-6 (g),AA (g),LA (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Category
2023-04-21,5:53 PM,"Dinner","Arctic Char","240.00 g",427.20,0.00,0.00,0.72,0.00,152.64,0.66,1.17,24.18,4.61,2.27,7.32,0.00,69.60,31.20,0.00,791.04,9.02,1.68,36.00,0.77,2.47,88.80,0.05,614.40,1507.20,112.32,134.40,1.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.48,160.80,6.13,7.40,2.86,0.00,6.12,0.86,3.25,0.93,1.27,0.78,0.50,0.66,1.80,2.81,4.96,5.61,1.81,2.38,61.06,2.68,0.68,2.06,3.14,"Finfish and Shellfish Products"
2023-04-21,6:37 PM,"Dinner","Olive Oil","10.00 g",88.40,0.00,0.00,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.43,6.02,0.10,0.00,0.06,0.00,0.00,0.00,0.10,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,7.30,1.05,1.38,0.02,0.08,0.08,0.00,0.00,0.98,0.00,0.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Fats and Oils"
2023-04-21,6:38 PM,"Dinner","Butter, Salted","2.00 tsp",68.87,0.00,0.00,0.01,0.00,1.49,0.00,0.00,0.00,0.01,0.00,0.00,15.89,0.47,71.75,0.00,1.51,0.00,0.66,1.99,0.00,0.01,0.19,0.00,2.08,2.18,0.00,49.57,0.01,0.05,0.05,0.00,0.00,0.00,0.00,0.05,7.78,22.23,1.60,0.24,4.31,0.31,0.04,0.03,0.00,0.00,0.19,0.01,0.18,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.08,0.00,0.00,0.00,0.00,"Fats and Oils"
2023-04-21,6:39 PM,"Dinner","Tesco, Baby Potatoes","140.00 g",106.40,,,,,107.77,0.32,0.03,2.01,0.73,0.42,,2.80,50.00,1.26,18.20,,0.01,3.08,7.00,0.26,0.43,30.80,0.19,61.60,530.60,0.42,16.00,0.42,22.56,23.96,1.40,,,,1.84,0.42,,0.00,0.06,0.14,,0.01,,,,0.04,,,0.03,0.06,0.11,0.16,0.16,0.04,0.12,2.40,0.10,0.04,0.10,0.15,"Vegetables and Vegetable Products"
2023-04-21,7:47 PM,"Dinner","Bordeaux Wine, Red","4.00 fl oz",99.96,12.47,0.00,0.94,0.00,101.71,0.01,0.04,0.26,0.04,0.07,0.00,1.18,1.18,0.10,0.00,0.00,0.00,0.47,9.41,0.01,0.54,14.11,0.16,27.05,149.35,0.24,4.70,0.16,2.98,3.07,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,"Beverages"
2023-04-22,10:01 PM,"Uncategorized","CanPrev, Magnesium Bis-Glycinate 200","2.00 capsule",,,,,,,,,,,,,,,,,,,,,,,400.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Supplements"
2023-04-22,6:11 AM,"Breakfast","Coffe & Milk","1.00 full recipe",49.30,0.00,142.08,1.57,24.86,420.21,0.09,0.38,0.76,1.18,0.05,0.41,5.34,7.10,24.08,0.00,29.28,0.07,0.58,100.89,0.01,0.04,19.81,0.08,87.67,288.42,1.45,36.08,0.39,3.53,5.20,1.67,0.00,1.67,0.00,3.53,2.51,9.15,0.58,0.09,1.43,0.09,0.01,0.01,0.00,0.00,0.07,0.00,0.06,0.02,0.08,0.14,0.27,0.23,0.07,0.13,2.92,0.12,0.03,0.13,0.17,""
2023-04-22,7:11 AM,"Breakfast","Protein milkshake","1.00 full recipe",640.83,0.00,0.00,1.07,0.00,472.92,0.30,0.74,0.56,1.94,0.33,2.90,37.58,0.00,169.54,0.00,206.13,0.27,1.61,888.39,0.01,0.82,64.42,0.00,542.17,805.20,10.20,318.05,2.25,44.43,44.45,0.00,0.00,0.00,0.00,41.42,19.46,189.88,3.69,0.58,10.90,0.60,0.08,0.06,0.00,0.01,0.48,0.02,0.45,0.10,0.52,0.93,1.79,1.60,0.48,0.86,74.58,0.83,0.23,0.87,1.11,""
2023-04-22,12:12 PM,"Lunch","Huy Fong Foods, Inc., Sriracha Hot Chili Sauce, Canada","2.00 Tsp. (5mL)",0.00,,,,,,,,,,,,,,,,,,,0.00,,0.20,,,,40.00,,140.00,,2.00,2.00,0.00,,,,2.00,0.00,0.00,,,0.00,0.00,,,,,,,,,,,,,,,0.20,,,,,"Soups, Sauces, and Gravies"
2023-04-22,12:12 PM,"Lunch","Country Harvest, 14 Grains","1.00 Per slice",100.00,,,,,,0.12,0.03,2.00,0.40,0.08,,,24.00,0.00,0.00,,0.81,,20.00,0.12,1.08,40.00,0.60,80.00,80.00,10.50,135.00,1.20,15.00,18.00,3.00,,,,2.00,2.00,0.00,0.40,1.00,0.40,0.00,0.40,,,,0.60,,,,,,,,,,5.00,,,,,"Baked Products"
2023-04-22,12:13 PM,"Lunch","Ocean's, Albacore Solid White Tuna in Water","3.50 x 0.25 Cup",210.00,,,,,140.89,0.02,0.08,11.16,0.24,0.42,2.25,,3.85,11.55,,154.00,1.64,4.81,26.95,0.08,1.87,63.53,0.04,417.73,456.23,126.47,665.00,0.92,0.00,0.00,,,,,0.00,1.75,,,,0.70,0.00,,,,,,,,0.49,1.34,2.09,3.70,4.18,1.35,1.77,45.50,1.99,0.51,1.53,2.34,"Finfish and Shellfish Products"
2023-04-22,6:51 PM,"Dinner","Beef, Loin, Strip Loin, New York Steak, Boneless, Lean, Cooked, Broiled","179.00 g",374.11,0.00,0.00,,,104.86,0.13,0.76,15.91,1.88,0.57,4.39,0.00,12.53,3.58,0.00,5.37,0.59,2.86,25.06,0.18,5.26,35.80,0.02,492.25,673.04,48.33,109.19,12.62,0.00,0.00,0.00,,,0.00,0.00,13.32,127.09,6.69,0.63,5.85,0.50,,0.04,0.00,0.00,,0.00,0.39,0.58,2.14,2.69,4.97,5.55,1.53,2.30,58.34,2.72,0.65,2.16,2.85,"Beef Products"
2023-04-22,6:52 PM,"Dinner","Brussels Sprouts, Cooked from Fresh","46.00 g",16.56,0.00,0.00,2.81,5.99,40.89,0.05,0.04,0.28,0.12,0.08,0.00,213.90,27.60,17.83,28.52,0.00,0.20,64.54,16.56,0.04,0.55,9.20,0.10,25.76,145.82,0.69,9.66,0.15,2.04,3.27,1.20,1.05,0.15,0.16,0.80,0.23,0.00,0.02,0.12,0.05,0.00,0.08,0.08,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.05,0.05,0.05,0.01,0.03,1.17,0.04,0.01,0.02,0.05,"Vegetables and Vegetable Products"
2023-04-22,6:53 PM,"Dinner","Maple Syrup","2.00 tsp",34.12,0.00,0.00,0.09,0.00,4.25,0.01,0.17,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.39,0.00,0.01,2.76,0.38,0.26,27.82,0.08,1.57,0.19,8.80,8.80,0.00,0.00,0.00,0.00,7.94,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,"Sweets"
2023-04-22,6:52 PM,"Dinner","Butter, Salted","1.00 tsp",34.43,0.00,0.00,0.00,0.00,0.75,0.00,0.00,0.00,0.01,0.00,0.00,7.95,0.24,35.87,0.00,0.76,0.00,0.33,0.99,0.00,0.00,0.09,0.00,1.04,1.09,0.00,24.79,0.00,0.03,0.03,0.00,0.00,0.00,0.00,0.03,3.89,11.12,0.80,0.12,2.16,0.16,0.02,0.01,0.00,0.00,0.10,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,"Fats and Oils"
2023-04-22,7:07 PM,"Dinner","Kirkland Signature, Pecan Halves","40.00 g",285.71,,,,,1.41,0.26,0.05,0.47,0.35,0.08,,11.60,8.80,1.20,0.44,,0.56,1.40,28.00,0.48,1.01,48.40,1.80,110.80,164.29,1.52,0.00,1.81,2.86,5.71,2.86,,,0.18,1.43,28.57,0.00,16.32,8.65,2.86,0.00,0.39,,,,8.25,,,0.06,0.10,0.13,0.24,0.11,0.07,0.17,4.29,0.12,0.04,0.09,0.16,"Nut and Seed Products"
2023-04-22,7:08 PM,"Dinner","Maple Syrup","2.00 tbsp",102.37,0.00,0.00,0.28,0.00,12.75,0.03,0.50,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.16,0.01,0.04,8.27,1.15,0.79,83.47,0.24,4.72,0.58,26.40,26.40,0.00,0.00,0.00,0.00,23.81,0.02,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,"Sweets"
2023-04-22,11:00 AM,"Snacks","Kirkland Signature, Pecan Halves","30.00 g",214.29,,,,,1.06,0.20,0.04,0.35,0.26,0.06,,8.70,6.60,0.90,0.33,,0.42,1.05,21.00,0.36,0.76,36.30,1.35,83.10,123.21,1.14,0.00,1.36,2.14,4.29,2.14,,,0.14,1.07,21.43,0.00,12.24,6.48,2.14,0.00,0.30,,,,6.19,,,0.05,0.08,0.10,0.18,0.09,0.05,0.13,3.21,0.09,0.03,0.06,0.12,"Nut and Seed Products"
2023-04-23,9:05 PM,"Uncategorized","CanPrev, Magnesium Bis-Glycinate 200","2.00 capsule",,,,,,,,,,,,,,,,,,,,,,,400.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Supplements"
2023-04-23,8:30 AM,"Breakfast","Protein milkshake","1.00 full recipe",640.83,0.00,0.00,1.07,0.00,472.92,0.30,0.74,0.56,1.94,0.33,2.90,37.58,0.00,169.54,0.00,206.13,0.27,1.61,888.39,0.01,0.82,64.42,0.00,542.17,805.20,10.20,318.05,2.25,44.43,44.45,0.00,0.00,0.00,0.00,41.42,19.46,189.88,3.69,0.58,10.90,0.60,0.08,0.06,0.00,0.01,0.48,0.02,0.45,0.10,0.52,0.93,1.79,1.60,0.48,0.86,74.58,0.83,0.23,0.87,1.11,""
2023-04-23,7:26 AM,"Breakfast","Coffe & Milk","1.00 full recipe",49.30,0.00,142.08,1.57,24.86,420.21,0.09,0.38,0.76,1.18,0.05,0.41,5.34,7.10,24.08,0.00,29.28,0.07,0.58,100.89,0.01,0.04,19.81,0.08,87.67,288.42,1.45,36.08,0.39,3.53,5.20,1.67,0.00,1.67,0.00,3.53,2.51,9.15,0.58,0.09,1.43,0.09,0.01,0.01,0.00,0.00,0.07,0.00,0.06,0.02,0.08,0.14,0.27,0.23,0.07,0.13,2.92,0.12,0.03,0.13,0.17,""
2023-04-23,1:12 PM,"Lunch","Hamburger, 80% Lean","175.00 g",444.50,0.00,0.00,0.35,0.00,100.98,0.08,0.30,8.10,1.00,0.58,4.36,0.00,12.25,5.25,0.00,3.50,0.21,2.63,40.25,0.14,4.52,33.25,0.02,313.25,474.25,35.53,117.25,10.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.30,154.00,12.58,0.82,10.78,1.35,0.00,0.00,0.00,0.00,0.67,0.07,0.59,0.46,1.43,1.95,3.44,3.66,1.14,1.72,44.19,1.71,0.22,1.36,2.17,"Beef Products"
2023-04-23,1:12 PM,"Lunch","Corn, Yellow, Canned, Drained","50.00 g",33.50,0.00,0.00,0.90,11.99,40.71,0.02,0.04,0.50,0.10,0.02,0.00,7.00,19.50,1.13,0.90,0.00,0.05,0.00,1.50,0.02,0.14,6.50,0.03,23.00,66.00,0.30,102.50,0.16,6.15,7.17,1.00,0.94,0.06,4.03,2.22,0.61,0.00,0.19,0.26,0.12,0.00,0.01,0.01,0.00,0.00,0.07,0.00,0.07,0.02,0.03,0.04,0.14,0.11,0.03,0.05,1.15,0.03,0.01,0.04,0.05,"Vegetables and Vegetable Products"
2023-04-23,1:13 PM,"Lunch","Tomato Sauce","50.00 g",12.00,0.00,0.00,3.74,3.62,45.64,0.01,0.03,0.50,0.15,0.05,0.00,129.50,4.50,10.85,3.50,0.00,0.72,1.40,7.00,0.06,0.48,7.50,0.06,13.50,148.50,0.30,237.00,0.11,1.90,2.66,0.75,0.41,0.36,0.10,1.78,0.15,0.00,0.02,0.06,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.02,0.00,0.02,0.60,0.02,0.01,0.01,0.01,"Vegetables and Vegetable Products"
2023-04-23,1:13 PM,"Lunch","Onion, White, Yellow or Red, Raw","20.00 g",8.00,0.00,0.00,0.34,1.54,17.82,0.01,0.01,0.02,0.02,0.02,0.00,0.20,3.80,0.02,1.48,0.00,0.00,0.08,4.60,0.01,0.04,2.00,0.03,5.80,29.20,0.10,0.80,0.03,1.55,1.87,0.29,0.18,0.11,0.00,0.85,0.02,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,0.22,0.00,0.00,0.00,0.00,"Vegetables and Vegetable Products"
2023-04-23,1:13 PM,"Lunch","Pepper, Sweet, Red, Raw","15.00 g",4.05,0.00,0.00,0.66,5.32,13.79,0.01,0.02,0.15,0.05,0.05,0.00,243.60,7.05,23.49,21.25,0.00,0.24,0.74,0.90,0.01,0.05,1.65,0.02,4.05,31.95,0.00,0.00,0.03,0.81,1.00,0.17,0.07,0.10,0.00,0.63,0.02,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.14,0.01,0.00,0.00,0.00,"Vegetables and Vegetable Products"
2023-04-23,12:52 PM,"Lunch","Olive Oil","1.00 tsp",39.78,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.65,2.71,0.04,0.00,0.03,0.00,0.00,0.00,0.04,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.50,0.00,3.28,0.47,0.62,0.01,0.03,0.03,0.00,0.00,0.44,0.00,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Fats and Oils"
2023-04-23,6:48 PM,"Dinner","Unico, Kalamata Olives","29.00 g",77.33,,,,,,,,,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,,502.67,,1.93,1.93,0.00,,,,0.00,7.73,0.00,,,0.77,0.00,,,,,,,,,,,,,,,0.58,,,,,"Vegetables and Vegetable Products"
2023-04-23,6:50 PM,"Dinner","Hazelnuts, Roasted, Unsalted","15.00 g",96.90,0.00,0.00,33.30,34.50,0.38,0.05,0.02,0.31,0.14,0.09,0.00,5.40,13.20,0.46,0.57,0.00,2.29,2.13,18.45,0.26,0.66,25.95,0.83,46.50,113.25,0.61,0.00,0.38,1.22,2.64,1.41,1.17,0.24,0.17,0.73,9.36,0.00,6.99,1.27,0.68,0.00,0.01,0.01,0.00,0.00,1.26,0.00,1.26,0.04,0.07,0.08,0.16,0.06,0.03,0.10,2.25,0.07,0.03,0.05,0.11,"Fats and Oils"
2023-04-23,6:50 PM,"Dinner","Parmesan Cheese, Dry, Grated","18.00 g",75.60,0.00,0.00,1.62,0.00,4.08,0.00,0.06,0.01,0.08,0.01,0.25,13.14,1.08,46.99,0.00,3.78,0.10,0.31,153.54,0.01,0.09,6.12,0.01,112.86,32.40,6.19,324.72,0.76,2.50,2.50,0.00,0.00,0.00,0.00,0.01,5.01,15.48,1.28,0.25,2.77,0.16,0.02,0.02,0.00,0.00,0.16,0.00,0.16,0.02,0.15,0.26,0.49,0.40,0.14,0.28,5.12,0.19,0.07,0.31,0.34,"Dairy and Egg Products"
2023-04-23,6:50 PM,"Dinner","Sun-Dried Tomatoes, Oil Pack, Drained","20.00 g",42.60,0.00,0.00,5.93,3.91,10.77,0.04,0.08,0.73,0.10,0.06,0.00,154.40,4.60,12.87,20.36,0.00,0.37,5.14,9.40,0.09,0.54,16.20,0.09,27.80,313.00,0.60,53.20,0.16,3.49,4.67,1.16,1.03,0.13,0.00,2.78,2.82,0.00,1.73,0.41,0.38,0.00,0.02,0.02,0.00,0.00,0.33,0.00,0.33,0.01,0.02,0.02,0.04,0.04,0.01,0.03,1.01,0.03,0.01,0.02,0.03,"Vegetables and Vegetable Products"
2023-04-23,6:51 PM,"Dinner","Semolina Flour","100.00 g",360.00,0.00,0.00,45.47,237.54,12.67,0.28,0.08,3.31,0.58,0.10,0.00,0.00,72.00,0.00,0.00,0.00,0.26,0.80,17.00,0.19,1.23,47.00,0.62,136.00,186.00,89.40,1.00,1.05,68.93,72.83,3.90,2.40,1.50,67.62,0.72,1.05,0.00,0.12,0.43,0.15,0.00,0.04,0.04,0.00,0.00,0.39,0.00,0.39,0.36,0.26,0.49,0.87,0.24,0.20,0.62,12.68,0.34,0.16,0.33,0.54,"Cereal Grains and Pasta"
2023-04-23,6:51 PM,"Dinner","Butter, Salted","2.00 tsp",68.87,0.00,0.00,0.01,0.00,1.49,0.00,0.00,0.00,0.01,0.00,0.00,15.89,0.47,71.75,0.00,1.51,0.00,0.66,1.99,0.00,0.01,0.19,0.00,2.08,2.18,0.00,49.57,0.01,0.05,0.05,0.00,0.00,0.00,0.00,0.05,7.78,22.23,1.60,0.24,4.31,0.31,0.04,0.03,0.00,0.00,0.19,0.01,0.18,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.08,0.00,0.00,0.00,0.00,"Fats and Oils"
2023-04-23,1:10 PM,"Snacks","Maple Syrup","2.00 tbsp",102.37,0.00,0.00,0.28,0.00,12.75,0.03,0.50,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.16,0.01,0.04,8.27,1.15,0.79,83.47,0.24,4.72,0.58,26.40,26.40,0.00,0.00,0.00,0.00,23.81,0.02,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,"Sweets"
2023-04-23,1:10 PM,"Snacks","Kirkland Signature, Pecan Halves","40.00 g",285.71,,,,,1.41,0.26,0.05,0.47,0.35,0.08,,11.60,8.80,1.20,0.44,,0.56,1.40,28.00,0.48,1.01,48.40,1.80,110.80,164.29,1.52,0.00,1.81,2.86,5.71,2.86,,,0.18,1.43,28.57,0.00,16.32,8.65,2.86,0.00,0.39,,,,8.25,,,0.06,0.10,0.13,0.24,0.11,0.07,0.17,4.29,0.12,0.04,0.09,0.16,"Nut and Seed Products"
2023-04-23,1:26 PM,"Snacks","Coffe & Milk","1.00 full recipe",49.30,0.00,142.08,1.57,24.86,420.21,0.09,0.38,0.76,1.18,0.05,0.41,5.34,7.10,24.08,0.00,29.28,0.07,0.58,100.89,0.01,0.04,19.81,0.08,87.67,288.42,1.45,36.08,0.39,3.53,5.20,1.67,0.00,1.67,0.00,3.53,2.51,9.15,0.58,0.09,1.43,0.09,0.01,0.01,0.00,0.00,0.07,0.00,0.06,0.02,0.08,0.14,0.27,0.23,0.07,0.13,2.92,0.12,0.03,0.13,0.17,""
2023-04-24,9:05 PM,"Uncategorized","CanPrev, Magnesium Bis-Glycinate 200","2.00 capsule",,,,,,,,,,,,,,,,,,,,,,,400.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Supplements"
2023-04-24,7:54 AM,"Breakfast","Protein milkshake","1.00 full recipe",640.83,0.00,0.00,1.07,0.00,472.92,0.30,0.74,0.56,1.94,0.33,2.90,37.58,0.00,169.54,0.00,206.13,0.27,1.61,888.39,0.01,0.82,64.42,0.00,542.17,805.20,10.20,318.05,2.25,44.43,44.45,0.00,0.00,0.00,0.00,41.42,19.46,189.88,3.69,0.58,10.90,0.60,0.08,0.06,0.00,0.01,0.48,0.02,0.45,0.10,0.52,0.93,1.79,1.60,0.48,0.86,74.58,0.83,0.23,0.87,1.11,""
2023-04-24,7:55 AM,"Breakfast","Coffe & Milk","1.00 full recipe",49.30,0.00,142.08,1.57,24.86,420.21,0.09,0.38,0.76,1.18,0.05,0.41,5.34,7.10,24.08,0.00,29.28,0.07,0.58,100.89,0.01,0.04,19.81,0.08,87.67,288.42,1.45,36.08,0.39,3.53,5.20,1.67,0.00,1.67,0.00,3.53,2.51,9.15,0.58,0.09,1.43,0.09,0.01,0.01,0.00,0.00,0.07,0.00,0.06,0.02,0.08,0.14,0.27,0.23,0.07,0.13,2.92,0.12,0.03,0.13,0.17,""
2023-04-24,11:55 AM,"Lunch","Hamburger, 90% Lean","200.00 g",428.00,0.00,0.00,0.20,0.00,122.66,0.07,0.34,10.46,1.25,0.69,4.98,0.00,12.00,6.00,0.00,4.00,0.24,2.20,26.00,0.16,5.78,42.00,0.02,386.00,600.00,43.20,122.00,13.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.20,176.00,9.34,0.80,8.75,0.75,0.00,0.00,0.00,0.00,0.57,0.08,0.47,0.55,1.73,2.35,4.15,4.41,1.37,2.08,53.24,2.06,0.27,1.64,2.61,"Beef Products"
2023-04-24,11:55 AM,"Lunch","White Rice, Cooked in Unsalted Water","100.00 g",130.00,0.00,0.00,2.40,44.82,68.44,0.16,0.01,1.48,0.39,0.09,0.00,0.00,42.80,0.00,0.00,0.00,0.04,0.00,10.00,0.07,1.20,12.00,0.47,43.00,35.00,7.50,1.00,0.49,27.81,28.17,0.34,0.34,0.00,23.00,0.03,0.28,0.00,0.09,0.08,0.08,0.00,0.01,0.01,0.00,0.00,0.06,0.00,0.06,0.06,0.06,0.12,0.22,0.10,0.06,0.14,2.69,0.10,0.03,0.09,0.16,"Cereal Grains and Pasta"
2023-04-24,11:56 AM,"Lunch","Corn, Yellow, Canned, Drained","50.00 g",33.50,0.00,0.00,0.90,11.99,40.71,0.02,0.04,0.50,0.10,0.02,0.00,7.00,19.50,1.13,0.90,0.00,0.05,0.00,1.50,0.02,0.14,6.50,0.03,23.00,66.00,0.30,102.50,0.16,6.15,7.17,1.00,0.94,0.06,4.03,2.22,0.61,0.00,0.19,0.26,0.12,0.00,0.01,0.01,0.00,0.00,0.07,0.00,0.07,0.02,0.03,0.04,0.14,0.11,0.03,0.05,1.15,0.03,0.01,0.04,0.05,"Vegetables and Vegetable Products"
2023-04-24,11:56 AM,"Lunch","Onion, White, Yellow or Red, Raw","20.00 g",8.00,0.00,0.00,0.34,1.54,17.82,0.01,0.01,0.02,0.02,0.02,0.00,0.20,3.80,0.02,1.48,0.00,0.00,0.08,4.60,0.01,0.04,2.00,0.03,5.80,29.20,0.10,0.80,0.03,1.55,1.87,0.29,0.18,0.11,0.00,0.85,0.02,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,0.22,0.00,0.00,0.00,0.00,"Vegetables and Vegetable Products"
2023-04-24,11:56 AM,"Lunch","Tomato Sauce","50.00 g",12.00,0.00,0.00,3.74,3.62,45.64,0.01,0.03,0.50,0.15,0.05,0.00,129.50,4.50,10.85,3.50,0.00,0.72,1.40,7.00,0.06,0.48,7.50,0.06,13.50,148.50,0.30,237.00,0.11,1.90,2.66,0.75,0.41,0.36,0.10,1.78,0.15,0.00,0.02,0.06,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.02,0.00,0.02,0.60,0.02,0.01,0.01,0.01,"Vegetables and Vegetable Products"
2023-04-24,6:10 PM,"Dinner","Natursource, Salad Topper, Original","15.00 g",80.36,,,,,,,,,,,,,,0.00,0.64,,3.78,,10.71,,2.41,,,,,,24.11,,3.75,4.82,1.07,,,,2.68,5.89,0.00,,,0.80,0.00,,,,,,,,,,,,,,,3.21,,,,,"Nut and Seed Products"
2023-04-24,6:12 PM,"Dinner","Lettuce, Mixed Greens","2.50 cup, chopped",14.65,0.00,0.00,252.48,3.11,82.59,0.06,0.08,0.32,0.10,0.09,0.00,2274.34,55.34,189.66,11.37,0.00,0.58,158.34,34.12,0.04,0.58,27.34,0.18,26.25,243.66,0.28,34.34,0.24,1.54,2.69,1.14,0.91,0.22,0.02,0.90,0.23,0.00,0.01,0.11,0.03,0.00,0.08,0.08,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.06,0.08,0.07,0.02,0.06,1.33,0.05,0.01,0.04,0.07,"Vegetables and Vegetable Products"
2023-04-24,6:12 PM,"Dinner","Kirkland Signature, Organic Extra Virgin Olive Oil","2.50 x 2.0 tsp (10ml)",200.00,,,,,,,,,,,,,,,,,,,0.00,,0.00,,,,0.00,,0.00,,0.00,0.00,0.00,,,,0.00,22.50,0.00,,,3.75,0.00,,,,,,,,,,,,,,,0.00,,,,,"Fats and Oils"
2023-04-24,6:15 PM,"Dinner","Kirkland Signature, Raw Shrimp, Tail On","7.00 shrimp",116.67,,,,,94.34,0.04,0.03,3.53,0.68,0.32,2.19,,31.64,118.65,0.00,5.27,2.90,0.53,70.00,0.34,0.84,48.78,0.06,403.41,224.12,65.26,373.33,2.15,2.00,2.00,0.00,,,,0.00,0.58,210.00,,,0.12,0.00,,,,,,,,0.36,0.66,1.38,2.57,2.86,0.88,1.31,26.83,1.19,0.34,1.14,1.41,"Finfish and Shellfish Products"
2023-04-24,6:33 PM,"Dinner","Lindt, Excellence, 70% Cacao, Dark","20.00 g",113.33,,,,,,,,,,,,,,0.00,0.00,,,,26.67,,1.20,,,,,,6.67,,6.67,9.33,2.67,,,,6.00,8.00,0.00,,,4.67,0.00,,,,,,,,,,,,,,,2.00,,,,,"Sweets"
2023-04-24,6:37 PM,"Dinner","Lindt, Gold Bunny, Milk Chocolate","50.00 g",271.81,,,,,,,,,,,,,,30.00,,,,,,,,,,,,,40.00,,28.00,28.00,,,,,27.60,16.00,,,,10.00,,,,,,,,,,,,,,,,3.80,,,,,"Sweets"
2023-04-24,10:39 AM,"Dinner","Coffe & Milk","1.00 full recipe",49.30,0.00,142.08,1.57,24.86,420.21,0.09,0.38,0.76,1.18,0.05,0.41,5.34,7.10,24.08,0.00,29.28,0.07,0.58,100.89,0.01,0.04,19.81,0.08,87.67,288.42,1.45,36.08,0.39,3.53,5.20,1.67,0.00,1.67,0.00,3.53,2.51,9.15,0.58,0.09,1.43,0.09,0.01,0.01,0.00,0.00,0.07,0.00,0.06,0.02,0.08,0.14,0.27,0.23,0.07,0.13,2.92,0.12,0.03,0.13,0.17,""
